algorithm,n,height,time
SF,7860,2247.86,0.0241012
FFDH,7870,2037.49,0.0403344
NFDH,7870,2616.75,0.0006657
SF,7870,2282.97,0.0257044
FFDH,7880,2050.01,0.0393221
NFDH,7880,2635.25,0.0006838
SF,7880,2302.43,0.0249426
FFDH,7890,2053.92,0.0396213
NFDH,7890,2637.62,0.0006591
SF,7890,2323.29,0.025415
FFDH,7900,2033.05,0.039208
NFDH,7900,2638.98,0.0006951
SF,7900,2292.81,0.0253931
FFDH,7910,2058.74,0.0394934
NFDH,7910,2645.98,0.0008427
SF,7910,2311.95,0.0282422
FFDH,7920,2072.01,0.0390411
NFDH,7920,2663.07,0.0006805
SF,7920,2336.98,0.0257277
FFDH,7930,2061.26,0.039395
NFDH,7930,2648.11,0.0006732
SF,7930,2327.48,0.0256425
FFDH,7940,2052.05,0.0397857
NFDH,7940,2646.56,0.0007123
SF,7940,2299.67,0.0250971
FFDH,7950,2047.51,0.0394745
NFDH,7950,2621.41,0.0006824
SF,7950,2297.72,0.0258095
FFDH,7960,2013.11,0.0403212
NFDH,7960,2595.59,0.0006743
SF,7960,2279.32,0.0254556
FFDH,7970,2056.17,0.0398884
NFDH,7970,2642.51,0.0006862
SF,7970,2304.39,0.0255444
FFDH,7980,2069.88,0.0398764
NFDH,7980,2662.91,0.0006639
SF,7980,2324.02,0.0246594
FFDH,7990,2045.76,0.0397287
NFDH,7990,2635.64,0.0007005
SF,7990,2308.9,0.025406
FFDH,8000,2041.65,0.039096
NFDH,8000,2638.75,0.000677
SF,8000,2304.63,0.0253576
FFDH,8010,2055.2,0.0399905
NFDH,8010,2656.96,0.0010956
SF,8010,2318.97,0.0249425
FFDH,8020,2059.11,0.0415474
NFDH,8020,2665.09,0.0007168
SF,8020,2334.92,0.0258715
FFDH,8030,2122.55,0.0409214
NFDH,8030,2721.59,0.0006729
SF,8030,2389.1,0.0268864
FFDH,8040,2024.07,0.0401857
NFDH,8040,2616.57,0.0006974
SF,8040,2275.54,0.0256995
FFDH,8050,2079.32,0.0406819
NFDH,8050,2676.08,0.0006881
SF,8050,2341.15,0.0260324
FFDH,8060,2070.2,0.0408961
NFDH,8060,2668.24,0.0006627
SF,8060,2335.35,0.0277052
FFDH,8070,2072.06,0.0411809
NFDH,8070,2681.71,0.0006901
SF,8070,2339.16,0.0262543
FFDH,8080,2070.3,0.0409917
NFDH,8080,2666.92,0.0006982
SF,8080,2336,0.0265627
FFDH,8090,2084.05,0.0411595
NFDH,8090,2655.31,0.0006921
SF,8090,2334.3,0.0268123
FFDH,8100,2065.02,0.0409013
NFDH,8100,2659.02,0.0008715
SF,8100,2323.88,0.0265414
FFDH,8110,2128.17,0.0419324
NFDH,8110,2703.59,0.000712
SF,8110,2400.91,0.0273346
FFDH,8120,2110.78,0.0432205
NFDH,8120,2721.25,0.000769
SF,8120,2380.75,0.0279133
FFDH,8130,2101.96,0.0419065
NFDH,8130,2694.83,0.0006862
SF,8130,2359.37,0.0268015
FFDH,8140,2109.19,0.0414736
NFDH,8140,2724.64,0.000689
SF,8140,2376.62,0.0264269
FFDH,8150,2129.79,0.0422689
NFDH,8150,2732.16,0.0006964
SF,8150,2413.56,0.0270138
FFDH,8160,2098.6,0.0419397
NFDH,8160,2699.77,0.0008878
SF,8160,2351.33,0.0267926
FFDH,8170,2108.9,0.0420313
NFDH,8170,2703.9,0.0007023
SF,8170,2373.21,0.0264576
FFDH,8180,2140.25,0.0428989
NFDH,8180,2750.35,0.0006685
SF,8180,2402.17,0.0273457
FFDH,8190,2101.87,0.0429544
NFDH,8190,2698.7,0.0007808
SF,8190,2357.21,0.0265919
FFDH,8200,2139.36,0.0427041
NFDH,8200,2754.58,0.0007872
SF,8200,2395.37,0.0274484
FFDH,8210,2161.89,0.0427077
NFDH,8210,2770.11,0.000791
SF,8210,2424.02,0.0274229
FFDH,8220,2166.13,0.0419791
NFDH,8220,2783.01,0.0007956
SF,8220,2413.97,0.0276711
FFDH,8230,2130.62,0.0428441
NFDH,8230,2731.65,0.0008025
SF,8230,2414.87,0.0271537
FFDH,8240,2124.7,0.0432802
NFDH,8240,2732.17,0.0007942
SF,8240,2393.65,0.027436
FFDH,8250,2126.43,0.0426718
NFDH,8250,2747.13,0.0007823
SF,8250,2412.63,0.027902
FFDH,8260,2142.02,0.04316
NFDH,8260,2770.06,0.0008133
SF,8260,2419.17,0.0280796
FFDH,8270,2150.67,0.046719
NFDH,8270,2767.32,0.0010067
SF,8270,2427.41,0.0284338
FFDH,8280,2150.09,0.0426353
NFDH,8280,2756.58,0.0008212
SF,8280,2405.11,0.0275207
FFDH,8290,2145.78,0.0435086
NFDH,8290,2757.51,0.0007691
SF,8290,2422.89,0.0278629
FFDH,8300,2120.9,0.0423924
NFDH,8300,2733.18,0.0008919
SF,8300,2390.13,0.0272938
FFDH,8310,2142.63,0.0434278
NFDH,8310,2746.38,0.0008742
SF,8310,2400.59,0.0275969
FFDH,8320,2169.67,0.043916
NFDH,8320,2784.1,0.0008148
SF,8320,2437.63,0.0288215
FFDH,8330,2155.26,0.0431748
NFDH,8330,2765.26,0.0007751
SF,8330,2422.58,0.0285473
FFDH,8340,2151,0.0440133
NFDH,8340,2782.84,0.0007484
SF,8340,2412.61,0.0281847
FFDH,8350,2181.81,0.0430324
NFDH,8350,2814.44,0.0008139
SF,8350,2454.04,0.0276287
FFDH,8360,2183,0.04401
NFDH,8360,2820.01,0.0008019
SF,8360,2445.48,0.0282938
FFDH,8370,2173.62,0.0442235
NFDH,8370,2793.19,0.0007737
SF,8370,2457.07,0.0288332
FFDH,8380,2186.47,0.0452843
NFDH,8380,2816.36,0.0008579
SF,8380,2465.6,0.0281737
FFDH,8390,2195.95,0.0457603
NFDH,8390,2827.36,0.0008327
SF,8390,2461.82,0.0284375
FFDH,8400,2160.85,0.0446834
NFDH,8400,2782.34,0.0008226
SF,8400,2441.2,0.0285887
FFDH,8410,2221.9,0.0460867
NFDH,8410,2862.74,0.0007608
SF,8410,2506.49,0.0295218
FFDH,8420,2142.57,0.0446394
NFDH,8420,2754.4,0.0009266
SF,8420,2431.77,0.0282278
FFDH,8430,2198.1,0.045192
NFDH,8430,2822.62,0.0008465
SF,8430,2468.35,0.0291749
FFDH,8440,2204.12,0.0448995
NFDH,8440,2829.69,0.0008166
SF,8440,2484.83,0.0293817
FFDH,8450,2174.08,0.0458253
NFDH,8450,2794.24,0.0008015
SF,8450,2447.62,0.0286691
FFDH,8460,2222.03,0.0450303
NFDH,8460,2863.82,0.0009214
SF,8460,2497.14,0.0296755
FFDH,8470,2168.2,0.0449273
NFDH,8470,2797.88,0.0008376
SF,8470,2457.62,0.0287972
FFDH,8480,2176.53,0.0447376
NFDH,8480,2796.22,0.0008261
SF,8480,2450.03,0.0287086
FFDH,8490,2202.18,0.0451941
NFDH,8490,2839.06,0.0009016
SF,8490,2478.99,0.02888
FFDH,8500,2205.63,0.0454206
NFDH,8500,2841.83,0.0008251
SF,8500,2467.25,0.0290745
FFDH,8510,2200.93,0.0462174
NFDH,8510,2835.54,0.0008667
SF,8510,2481.06,0.0290579
FFDH,8520,2190.06,0.045738
NFDH,8520,2829.07,0.0008463
SF,8520,2453.58,0.0290621
FFDH,8530,2220.6,0.0469313
NFDH,8530,2856.57,0.0008553
SF,8530,2496.21,0.0297257
FFDH,8540,2188.87,0.0448475
NFDH,8540,2807.51,0.0011845
SF,8540,2469.63,0.0288223
FFDH,8550,2185.78,0.0449182
NFDH,8550,2813.65,0.0008213
SF,8550,2449.7,0.0291342
FFDH,8560,2195.59,0.0465518
NFDH,8560,2846.68,0.0008432
SF,8560,2476.77,0.0300944
FFDH,8570,2153.56,0.0464399
NFDH,8570,2795.06,0.0008593
SF,8570,2425.26,0.0290989
FFDH,8580,2258.6,0.0471866
NFDH,8580,2919.62,0.0008022
SF,8580,2550.82,0.0299207
FFDH,8590,2196.79,0.0456906
NFDH,8590,2829.48,0.0008298
SF,8590,2463.65,0.0293265
FFDH,8600,2236.7,0.0462698
NFDH,8600,2862.59,0.0008287
SF,8600,2505.05,0.0297416
FFDH,8610,2229.34,0.0469846
NFDH,8610,2866.9,0.0008067
SF,8610,2502.56,0.0295358
FFDH,8620,2235.06,0.0464698
NFDH,8620,2881.62,0.0008374
SF,8620,2512.58,0.0302743
FFDH,8630,2199.85,0.0460681
NFDH,8630,2834.15,0.0007628
SF,8630,2481.25,0.0299038
FFDH,8640,2189.01,0.0467366
NFDH,8640,2818.84,0.000783
SF,8640,2450.01,0.0297218
FFDH,8650,2228.73,0.0471433
NFDH,8650,2859.55,0.0007998
SF,8650,2516.24,0.0296519
FFDH,8660,2243.91,0.0472819
NFDH,8660,2874.57,0.0008219
SF,8660,2527.21,0.0301892
FFDH,8670,2234.14,0.0478441
NFDH,8670,2871.45,0.0007851
SF,8670,2516.79,0.030299
FFDH,8680,2231.8,0.0480936
NFDH,8680,2872.49,0.0008257
SF,8680,2509.18,0.0305402
FFDH,8690,2269.06,0.0482276
NFDH,8690,2920.45,0.000845
SF,8690,2558.45,0.0309323
FFDH,8700,2230.75,0.0490303
NFDH,8700,2893.93,0.0007685
SF,8700,2522.53,0.0301704
FFDH,8710,2277.55,0.0482558
NFDH,8710,2916.96,0.0010754
SF,8710,2573.14,0.0306006
FFDH,8720,2284.79,0.0477891
NFDH,8720,2954.61,0.0007762
SF,8720,2586.59,0.031147
FFDH,8730,2234.74,0.0478367
NFDH,8730,2874.56,0.0008279
SF,8730,2506.96,0.0297033
FFDH,8740,2261.93,0.0477147
NFDH,8740,2923.03,0.0008565
SF,8740,2541.54,0.0308413
FFDH,8750,2273.02,0.0475197
NFDH,8750,2932.69,0.0009027
SF,8750,2557.23,0.0306251
FFDH,8760,2278.34,0.0489156
NFDH,8760,2944.01,0.0008296
SF,8760,2586.84,0.0309783
FFDH,8770,2245.73,0.0476952
NFDH,8770,2897,0.0009044
SF,8770,2504.77,0.030187
FFDH,8780,2257.54,0.0489574
NFDH,8780,2917.32,0.0008422
SF,8780,2529.7,0.0304251
FFDH,8790,2237.75,0.0487589
NFDH,8790,2890.85,0.0008158
SF,8790,2527.74,0.0307064
FFDH,8800,2228.7,0.0487179
NFDH,8800,2889.93,0.0007753
SF,8800,2510.03,0.0309521
FFDH,8810,2247.64,0.0493176
NFDH,8810,2886.17,0.0008303
SF,8810,2532.24,0.0315497
FFDH,8820,2309.32,0.0495179
NFDH,8820,2963.36,0.0008551
SF,8820,2607.11,0.0324192
FFDH,8830,2309.41,0.0515115
NFDH,8830,2969.35,0.0008612
SF,8830,2612.58,0.0315133
FFDH,8840,2315.39,0.0501696
NFDH,8840,2976.14,0.0008847
SF,8840,2616.4,0.0315581
FFDH,8850,2298.81,0.0524218
NFDH,8850,2968.02,0.0007905
SF,8850,2589.83,0.0316997
FFDH,8860,2321.1,0.0525872
NFDH,8860,2983.6,0.0014969
SF,8860,2632.74,0.0330526
FFDH,8870,2312.57,0.0520585
NFDH,8870,2984.59,0.0009259
SF,8870,2619.2,0.0318791
FFDH,8880,2271.22,0.0534573
NFDH,8880,2914.18,0.0009814
SF,8880,2559.53,0.0318886
FFDH,8890,2259.64,0.0538577
NFDH,8890,2905.85,0.000864
SF,8890,2536.78,0.0315689
FFDH,8900,2289.8,0.0501731
NFDH,8900,2945.48,0.0008645
SF,8900,2568.08,0.0313336
FFDH,8910,2316.7,0.0504848
NFDH,8910,2996.74,0.0009404
SF,8910,2610.75,0.0323709
FFDH,8920,2287.79,0.0500951
NFDH,8920,2938.3,0.0009132
SF,8920,2584.11,0.0321496
FFDH,8930,2319.02,0.0516561
NFDH,8930,2995.2,0.0008033
SF,8930,2604.32,0.0326268
FFDH,8940,2323.3,0.0513076
NFDH,8940,2985.74,0.0008548
SF,8940,2614.67,0.0328244
FFDH,8950,2288.98,0.0497087
NFDH,8950,2952.55,0.0008522
SF,8950,2581.87,0.0318133
FFDH,8960,2330.74,0.0502952
NFDH,8960,3006.07,0.0007907
SF,8960,2645.97,0.0325157
FFDH,8970,2316.19,0.0505969
NFDH,8970,2998.9,0.000854
SF,8970,2605.95,0.0323887
FFDH,8980,2300.44,0.052667
NFDH,8980,2949.63,0.0008819
SF,8980,2580.75,0.0314302
FFDH,8990,2308.77,0.0505997
NFDH,8990,2972.57,0.0008444
SF,8990,2608.73,0.0329578
FFDH,9000,2323.38,0.0509007
NFDH,9000,2995.86,0.0008569
SF,9000,2616.16,0.0316746
FFDH,9010,2279.89,0.0506794
NFDH,9010,2945.21,0.0008663
SF,9010,2576.82,0.0327038
FFDH,9020,2348.27,0.0510417
NFDH,9020,3004.55,0.0008297
SF,9020,2641.34,0.0323918
FFDH,9030,2357.4,0.0517142
NFDH,9030,3058.97,0.0008668
SF,9030,2665.81,0.0331634
FFDH,9040,2349.84,0.0513561
NFDH,9040,3048.16,0.0007847
SF,9040,2649.56,0.031948
FFDH,9050,2305.44,0.0516181
NFDH,9050,2964.39,0.0009753
SF,9050,2589.6,0.0323943
FFDH,9060,2348.88,0.0518636
NFDH,9060,3013.67,0.0008711
SF,9060,2641.23,0.0332567
FFDH,9070,2384.53,0.053827
NFDH,9070,3064.21,0.0009304
SF,9070,2683.49,0.0364206
FFDH,9080,2335.31,0.0541891
NFDH,9080,3004.17,0.0013515
SF,9080,2637.29,0.0361112
FFDH,9090,2336.45,0.0544402
NFDH,9090,3017.69,0.0015193
SF,9090,2642.11,0.0351963
FFDH,9100,2313.53,0.0542934
NFDH,9100,2965.47,0.0008939
SF,9100,2600.96,0.0365921
FFDH,9110,2361.28,0.0543863
NFDH,9110,3020.85,0.0013912
SF,9110,2651.26,0.0460815
FFDH,9120,2394.27,0.0564752
NFDH,9120,3100,0.0009053
SF,9120,2687.68,0.0348872
FFDH,9130,2351.16,0.0536761
NFDH,9130,3036.59,0.000854
SF,9130,2651.55,0.0347697
FFDH,9140,2388.6,0.0550043
NFDH,9140,3086.57,0.0016354
SF,9140,2698.51,0.0358064
FFDH,9150,2387.27,0.053279
NFDH,9150,3077.61,0.0008303
SF,9150,2708.82,0.0347161
FFDH,9160,2362.74,0.0538632
NFDH,9160,3055.28,0.0008233
SF,9160,2677.15,0.0334658
FFDH,9170,2388.49,0.0538248
NFDH,9170,3075.3,0.0009009
SF,9170,2694.73,0.0362302
FFDH,9180,2394.32,0.061697
NFDH,9180,3091.68,0.0008079
SF,9180,2695.21,0.0339406
FFDH,9190,2391.52,0.0546702
NFDH,9190,3091.79,0.0008751
SF,9190,2697.34,0.0346522
FFDH,9200,2380.22,0.0540597
NFDH,9200,3070.16,0.0008916
SF,9200,2671.9,0.0355264
FFDH,9210,2438.74,0.0537796
NFDH,9210,3132.66,0.0008716
SF,9210,2750.84,0.0355331
FFDH,9220,2342.54,0.0534626
NFDH,9220,3025.29,0.0009252
SF,9220,2626.59,0.0333973
FFDH,9230,2394.39,0.0540063
NFDH,9230,3093.52,0.0011134
SF,9230,2685.91,0.0367254
FFDH,9240,2383.66,0.0547549
NFDH,9240,3050.56,0.0011636
SF,9240,2699.21,0.0371081
FFDH,9250,2400.15,0.0556125
NFDH,9250,3098.75,0.0015008
SF,9250,2719.6,0.0361542
FFDH,9260,2433.48,0.0542116
NFDH,9260,3138.45,0.0008502
SF,9260,2728.4,0.0364667
FFDH,9270,2411.06,0.0539646
NFDH,9270,3086.27,0.000897
SF,9270,2704.17,0.0348604
FFDH,9280,2386.01,0.0543125
NFDH,9280,3073.78,0.0009062
SF,9280,2692.73,0.0343138
FFDH,9290,2394.04,0.0543796
NFDH,9290,3079.61,0.0009041
SF,9290,2721.12,0.0348369
FFDH,9300,2393.16,0.0548182
NFDH,9300,3083.77,0.0009088
SF,9300,2683.33,0.035135
FFDH,9310,2324.66,0.0561344
NFDH,9310,3005.43,0.0016306
SF,9310,2624.77,0.0361484
FFDH,9320,2438.35,0.0549551
NFDH,9320,3142.95,0.0009585
SF,9320,2753.25,0.0385685
FFDH,9330,2431.3,0.0559908
NFDH,9330,3117.99,0.0008564
SF,9330,2725.9,0.0382077
FFDH,9340,2426.15,0.0565923
NFDH,9340,3115.57,0.00136
SF,9340,2748.22,0.0369553
FFDH,9350,2386.05,0.0551123
NFDH,9350,3100.5,0.000911
SF,9350,2689.54,0.0353296
FFDH,9360,2436.96,0.0562268
NFDH,9360,3132.28,0.0009269
SF,9360,2753.27,0.035747
FFDH,9370,2391.6,0.0547614
NFDH,9370,3076.39,0.0008431
SF,9370,2674.65,0.0348214
FFDH,9380,2359.63,0.054443
NFDH,9380,3055.76,0.0009398
SF,9380,2660.96,0.0352577
FFDH,9390,2447.38,0.0554853
NFDH,9390,3156.74,0.0009635
SF,9390,2769.76,0.0383514
FFDH,9400,2434.74,0.0589203
NFDH,9400,3133.11,0.000927
SF,9400,2764.37,0.0359079
FFDH,9410,2430.27,0.0568026
NFDH,9410,3125.74,0.0009308
SF,9410,2739.39,0.0349928
FFDH,9420,2437.85,0.0577109
NFDH,9420,3150.76,0.0008795
SF,9420,2748.18,0.034255
FFDH,9430,2424.98,0.0564229
NFDH,9430,3148.84,0.0009541
SF,9430,2731.34,0.03808
FFDH,9440,2441.77,0.0559147
NFDH,9440,3134.2,0.0009395
SF,9440,2749.77,0.0364765
FFDH,9450,2498.45,0.0561511
NFDH,9450,3207.63,0.0009483
SF,9450,2826.34,0.0360551
FFDH,9460,2420.94,0.0555291
NFDH,9460,3121.89,0.0009568
SF,9460,2735.05,0.0348634
FFDH,9470,2453.08,0.056744
NFDH,9470,3165.75,0.000871
SF,9470,2770.23,0.0359086
FFDH,9480,2460.22,0.0569136
NFDH,9480,3169.73,0.0009115
SF,9480,2778.3,0.0368769
FFDH,9490,2461.48,0.0560753
NFDH,9490,3160.39,0.0009685
SF,9490,2769.4,0.0362231
FFDH,9500,2508.42,0.0573799
NFDH,9500,3219.11,0.0009367
SF,9500,2835.08,0.0366219
FFDH,9510,2467.26,0.056439
NFDH,9510,3166.18,0.0010569
SF,9510,2779.79,0.035659
FFDH,9520,2455.65,0.0571472
NFDH,9520,3159.58,0.0009642
SF,9520,2768.75,0.0370378
FFDH,9530,2464.24,0.0563765
NFDH,9530,3165.9,0.0009007
SF,9530,2786.38,0.0363096
FFDH,9540,2457.85,0.0585126
NFDH,9540,3172,0.0010193
SF,9540,2762.04,0.0367278
FFDH,9550,2471.8,0.0579501
NFDH,9550,3195.04,0.0009542
SF,9550,2804.38,0.036948
FFDH,9560,2490.24,0.0568903
NFDH,9560,3194.69,0.000973
SF,9560,2815.58,0.0362772
FFDH,9570,2449.13,0.0583612
NFDH,9570,3181.84,0.0011702
SF,9570,2753.52,0.0361799
FFDH,9580,2444.38,0.0560298
NFDH,9580,3158.23,0.0009777
SF,9580,2750.83,0.0359518
FFDH,9590,2441.29,0.0566423
NFDH,9590,3159.66,0.0010828
SF,9590,2760.77,0.0358891
FFDH,9600,2466.62,0.057327
NFDH,9600,3184,0.0009614
SF,9600,2780.1,0.0364061
FFDH,9610,2493.72,0.0580539
NFDH,9610,3209.81,0.0009085
SF,9610,2814.41,0.0370086
FFDH,9620,2444.61,0.0591248
NFDH,9620,3168.73,0.0009927
SF,9620,2749.84,0.0376474
FFDH,9630,2487.59,0.0597807
NFDH,9630,3204.57,0.0009368
SF,9630,2793.22,0.0368812
FFDH,9640,2497.87,0.0585258
NFDH,9640,3235.81,0.0009587
SF,9640,2820.16,0.0372838
FFDH,9650,2462.05,0.0583601
NFDH,9650,3179.73,0.000955
SF,9650,2775.07,0.0360481
FFDH,9660,2484.4,0.0585839
NFDH,9660,3192.41,0.0012446
SF,9660,2812.85,0.037816
FFDH,9670,2486.77,0.0590735
NFDH,9670,3193.83,0.0009703
SF,9670,2797.35,0.0373297
FFDH,9680,2471.39,0.058682
NFDH,9680,3182.81,0.0015422
SF,9680,2789.22,0.0379716
FFDH,9690,2531.48,0.0581625
NFDH,9690,3245.1,0.0011243
SF,9690,2847.72,0.0376484
FFDH,9700,2513.11,0.0590951
NFDH,9700,3241.83,0.0010192
SF,9700,2818.36,0.0371028
FFDH,9710,2511.3,0.0597646
NFDH,9710,3233.97,0.0012411
SF,9710,2830.84,0.0380039
FFDH,9720,2521.37,0.0600548
NFDH,9720,3254.18,0.0010198
SF,9720,2852.84,0.0378385
FFDH,9730,2524.4,0.0601348
NFDH,9730,3265,0.0009927
SF,9730,2853.07,0.0388726
FFDH,9740,2518.11,0.0598025
NFDH,9740,3256.24,0.0009426
SF,9740,2835.31,0.037097
FFDH,9750,2504.2,0.0597992
NFDH,9750,3211.39,0.0009761
SF,9750,2804.99,0.036642
FFDH,9760,2556.93,0.0601613
NFDH,9760,3289.38,0.0009558
SF,9760,2878.85,0.0381286
FFDH,9770,2542.52,0.0587747
NFDH,9770,3284.57,0.0009413
SF,9770,2876.33,0.0379988
FFDH,9780,2526.46,0.0603872
NFDH,9780,3257.52,0.000989
SF,9780,2856.52,0.03885
FFDH,9790,2526.76,0.0618475
NFDH,9790,3253.6,0.0010411
SF,9790,2856.07,0.037351
FFDH,9800,2549.34,0.0596724
NFDH,9800,3271.82,0.0009196
SF,9800,2867.68,0.0388505
FFDH,9810,2551.82,0.0612582
NFDH,9810,3297.52,0.0009923
SF,9810,2882.16,0.0388183
FFDH,9820,2491.94,0.0600401
NFDH,9820,3220.35,0.0009365
SF,9820,2816.87,0.0379082
FFDH,9830,2569.94,0.0605954
NFDH,9830,3289.86,0.0009747
SF,9830,2884.6,0.0390547
FFDH,9840,2521.4,0.0613827
NFDH,9840,3267.6,0.0009611
SF,9840,2850.23,0.0388761
FFDH,9850,2527.49,0.0609672
NFDH,9850,3275.31,0.0009507
SF,9850,2860.03,0.0378782
FFDH,9860,2570.74,0.0613576
NFDH,9860,3320.52,0.0009535
SF,9860,2881.65,0.0386646
FFDH,9870,2535.87,0.061139
NFDH,9870,3284.87,0.0009969
SF,9870,2871.31,0.039188
FFDH,9880,2542.78,0.0628162
NFDH,9880,3287.4,0.0009341
SF,9880,2891.21,0.039081
FFDH,9890,2557,0.0625119
NFDH,9890,3288.84,0.0010241
SF,9890,2895.21,0.0394501
FFDH,9900,2528.76,0.0614069
NFDH,9900,3259.16,0.000983
SF,9900,2845.42,0.0391749
FFDH,9910,2542.08,0.0612001
NFDH,9910,3290.94,0.0009517
SF,9910,2858.69,0.0385216
FFDH,9920,2561.26,0.0616169
NFDH,9920,3306.1,0.0009717
SF,9920,2890.56,0.0389324
FFDH,9930,2564.4,0.0642168
NFDH,9930,3310.93,0.0009918
SF,9930,2894.36,0.0385554
FFDH,9940,2604.12,0.0629777
NFDH,9940,3343.51,0.0010724
SF,9940,2935,0.0397362
FFDH,9950,2584.45,0.0621389
NFDH,9950,3327.91,0.0009876
SF,9950,2922.64,0.0388858
FFDH,9960,2611.28,0.0626028
NFDH,9960,3371.53,0.0010156
SF,9960,2955.11,0.0402241
FFDH,9970,2566.14,0.0611785
NFDH,9970,3308.53,0.0009966
SF,9970,2887.7,0.03837
FFDH,9980,2583.15,0.0633878
NFDH,9980,3344.34,0.0009479
SF,9980,2907.24,0.0395275
FFDH,9990,2554.09,0.0623679
NFDH,9990,3300.75,0.0009863
SF,9990,2868.49,0.0392289
FFDH,10000,2551.33,0.0632053
NFDH,10000,3286.52,0.0009635
SF,10000,2879.73,0.0395547
